ID,ROCK NAME,TIO2(WT%),AL2O3(WT%),Y(PPM),ZR(PPM),AU(PPB),NB(PPM),LA(PPM),CE(PPM),SM(PPM),YB(PPM),TH(PPM)
868,ANDESITE,0.82,18.25,39.5,50.9,,0.3,8,15.5,3.04,3.34,0.1
869,ANDESITE,1.1,15.9,30.5,54.4,13,0.47,3.06,9,2.86,3.03,0.289
870,BASALT,0.72,20.75,20.54,52.78,,1.19,6.47,16.64,,2.25,1.3
872,ANDESITE,1.133571306,19.07150297,25.72698679,94,,3.240980137,8.088631583,19.16133431,3.859443078,2.520649276,0.812787347
873,ANDESITE,0.806118782,16.57141218,14.70931126,48.87969757,4,1.182110375,1.955178808,5.435306843,1.720772627,1.438130243,0.091637969
874,ANDESITE,0.81,18.93,22.6,71,11,1.68,7.4,15.7,3.2,2.33,0.92
876,ANDESITE,1.42,17.5,35,184,5,5.16,15.2,36.4,4.76,3.5,2.15
877,ANDESITE,1.86,18.25,52.7,176,,6.4,14.63,35,6.31,5.07,3.13
879,ANDESITE,1.16,16.52,29.8,93.16,,1.2,5.4,15.17,4.09,3.35,1.2
880,ANDESITE,0.69,20.49,21.3,70,,2.5,6.99,16.61,2.72,2.39,1.99
881,ANDESITE,1.056731962,18.59197331,20.02676652,86,,3.165146152,,16.24058697,3.117239336,1.869817933,0.945106379
882,ANDESITE,0.69,20.89,14,45,,1.42,5.4,12.14,2.25,1.57,1.14
883,ANDESITE,1.36,14.6,25.6,57.3,,0.52,2.54,7.4,2.28,2.49,0.311
884,BASALT,1.17,18.1,24.3,96,,5.72,9.8,22.22,3.93,2.36,1.91
888,ANDESITE,1.11,17.94,33.1,107,,5,11.1,28.67,4.81,3.41,1.89
889,ANDESITE,1.177474576,19.2419055,26.09384621,92,,3.200824588,,18.59509508,3.962978225,2.47978258,0.810105473
890,ANDESITE,1.134,14.8,21.9,45.5,,0.62,2.24,6.92,2.23,2.45,0.29
891,BASALT,1.56,17.71,33.1,167,,6.9,15.1,35.3,6.02,3.27,2.14
892,BASALT,0.7,15.1,19.7,79,,2.2,6.58,16.11,2.54,1.83,2.1
893,ANDESITE,1.216919432,18.36515682,27.43600415,96,,3.388356658,,19.38983595,4.069362451,2.58860393,0.806017718
894,ANDESITE,1.18,14.9,31.8,60.2,,0.5,3.25,9.7,3,3.22,0.316
895,ANDESITE,1.18,15.37,19.5,103.2,7,5.9,8.8,20.8,3.1,1.8,1.6
897,ANDESITE,0.72,18.5,18,74.65,,1.08,5.64,13.06,2.62,2.14,0.96
898,BASALT,0.99,16.78,23.94,55.87,,0.84,6.9,16.14,,2.23,1.69
899,BASALT,1.21,14.3,29.9,60,,1.8,3.6,11.1,,2.29,0.3
900,BASALT,0.83,15.63,27.1,54.4,,1.5,1.5,11.4,2.83,2.24,0.3
901,ANDESITE,0.81,18.74,22.5,83,,1.89,9.9,15.87,3.18,2.67,0.99
903,ANDESITE,0.79,17.19,22.7,78,,1.82,7.56,16.4,3.2,2.34,1.09
904,ANDESITE,1.202,14.65,23.7,49.8,,0.51,2.15,6.76,2.35,2.7,0.261
905,ANDESITE,0.84,15.24,18.5,96.1,,5,7.6,18.5,3,1.7,1.4
906,ANDESITE,0.985499085,19.52897166,21.77,71,,2.42,6.37,14.71,3.18,2.06,0.75
907,BASALT,1.25,18.22,26,59,9,1.46,5.36,14.4,3.53,2.81,0.92
908,BASALT,1.8,13.89,36,96,,2,2.84,9.08,3.69,3.77,0.18
909,ANDESITE,0.983040419,20.51066397,22.09312224,73.33493092,,2.447139063,6.653884879,15.29435869,3.220236821,2.125323499,0.819690346
910,ANDESITE,1.32,18.05,30,109,,3.61,10,23,4.55,2.85,1.91
911,ANDESITE,0.75,21.29,19.3,52,,1.2,3.4,8.2,1.8661,1.978,1
912,ANDESITE,0.84,15.41,20.6,95,,4.2,8.3,19.4,3.4,2.2,2.3
913,ANDESITE,0.994713837,20.53939,20.42120334,75.21048818,7,2.560176061,6.572722549,14.94457763,3.054369289,1.984989597,0.814066921
914,ANDESITE,1.375,15.06,30.5,68.7,,0.68,3.39,10.45,3.31,3.27,0.325
916,BASALT,0.86,16.56,22,89.7,,3.1,7.65,18.45,3.06,2.19,2.35
918,ANDESITE,0.996540767,20.57439363,22.86,75,7,2.44,7.17,16.43,,2.17,0.43
921,ANDESITE,1.32,17.77,30,109,,3.58,10,22,4.52,2.87,1.94
922,ANDESITE,1.388,15.05,27.6,71,6,0.57,2.92,9.14,,3.1,0.238
923,ANDESITE,1.37,15.1,34.4,60.5,,0.53,3.52,9.9,3.43,3.38,0.317
925,ANDESITE,1.36,15.02,34.3,58.8,,0.512,3.62,10.5,3.31,3.43,0.316
926,DACITE,1.19,20.32,39.1,119,,8.3,21.53,47.72,7.88,3.43,6
927,ANDESITE,0.992532342,20.53298156,22.54974011,74.42549163,5,2.431459113,6.859803774,15.65544982,3.259456458,2.193606968,0.807451454
928,ANDESITE,1.36,15.03,38.1,60.9,,0.509,3.71,11.2,3.64,3.88,0.317
929,ANDESITE,1.36,15.08,31.5,61.5,,0.503,3.24,9,2.96,3.16,0.313
930,ANDESITE,0.99,20.07,30.4,85,1,3.4,,26.4,,2.94,2.07
931,ANDESITE,0.76,17.38,21.3,75,14,1.8,7.47,16.1,3.15,2.29,1.01
932,ANDESITE,1.125791365,18.06706868,25.08940177,95.90336572,8,3.421859641,8.139814504,18.81974224,3.723151118,2.360785632,0.933433254
933,ANDESITE,1.37,15.05,35.1,62.5,,0.512,,9.97,3.29,3.4,0.319
934,ANDESITE,1.18,16.18,27.19,90.85,4,1.12,6.11,16.59,3.83,3.22,1.02
935,BASALT,1.13,14.47,28.7,58.9,,1.6,3.7,8.1,2.73,2.42,0.6
936,BASALT,0.93,18.52,19,71,,3,5.2,12.5,,2.73,0.981
938,ANDESITE,0.77,18.4,17,52,,1,4,9.42,1.97,1.64,1.1
939,ANDESITE,0.84,17.28,26.07,104.26,,4.03,12.22,30.61,,2.56,3.68
940,ANDESITE,0.83,19.6,22,62.6,,1.55,4.5,11.7,,2.3,0.742
941,BASALT,0.95,17.95,19,81,,3.8,5.9,14.1,3.14,2.95,1.077
942,BASALT,0.95,17.95,19,81,,4,5.9,14.1,,2.95,1.077
944,ANDESITE,0.68,16.8,21.2,38.78,10,0.57,3.25,9.01,2.35,2.25,0.6
945,ANDESITE,0.997267195,20.4645192,22.80995191,75.63252186,12,2.497151397,6.974015849,16.01548053,,2.154368492,0.859604691
946,BASALT,0.6,14.28,19,37,0,1,,8.07,1.97,1.84,0.52
947,ANDESITE,0.81,19.88,23.5,60,4,0.7,3.18,8.53,,2.46,0.282
948,BASALT,0.74,16.3,18.67,68.25,,1.66,9.51,22.06,,2.2,2.76
949,ANDESITE,1.199103966,18.3666643,28.77492394,106,,3.695659374,,21.59095195,4.349900897,2.796422494,0.894312957
951,ANDESITE,0.82,18.05,19.1,82,,2.32,7.95,18.5,2.92,1.81,1.96
952,ANDESITE,1.28,14.9,34.5,65.3,,0.56,3.53,10.5,,3.34,0.348
953,BASALT,1.11,16.1,27,138,11,5.07,12.1,28.3,4.12,2.83,2.15
954,BASALT,1.09,15.26,31,120.5,,5.4,12.51,29.08,4.3,2.9,2.51
955,ANDESITE,1.43,17.33,32.4,185,,5.1,15.8,36.8,,3.24,2.25
957,ANDESITE,1.32,17.74,30,109,4,3.59,10,23,,2.85,1.99
958,BASALT,0.72,18.82,16,61,,3,7.5,16.7,3.02,1.65,1.27
959,ANDESITE,0.49,18.44,15.4,33.1,0,0.5,,7.27,,1.61,0.4
960,ANDESITE,1.41,17.62,33.1,178,,4.97,14.2,33.8,,3.13,1.937
961,ANDESITE,1.61,15.7,33,126,,3.73,12,25,,3.32,2.44
962,ANDESITE,0.84,17.9,25,59,,1,4.3,10.4,2.92,2.55,0.64
963,ANDESITE,0.85,14.9,16.55,96.84,,3.21,13.71,28.75,4.08,1.85,2.48
964,BASALT,0.99,16.79,27.89,54.73,,0.72,,15.33,,2.77,1.63
966,ANDESITE,1.191865143,18.45630834,28.45151699,105,,3.629719597,9.032590679,21.52335896,,2.751500425,0.879928714
967,ANDESITE,1.14,17.84,24,148,,7.6,12.08,26.07,3.83,2.86,1.46
968,ANDESITE,0.8,18.73,19.61,58,,2.07,6.57,14.7,2.49,1.94,1.7
969,ANDESITE,0.97,19.96,25.1,116,,4,,36.65,4.68,2.44,4.44
970,ANDESITE,0.68,17.58,18.7,57,7,1.6,5.22,12.4,2.14,1.88,1.64
971,BASALT,0.95,18.62,26.3,65.1,,2.04,4.25,10.8,,2.71,0.58
972,ANDESITE,1.35,15.01,34.4,59.9,,0.518,3.81,10.4,,3.33,0.33
973,ANDESITE,1,17.71,27.7,102,,4.9,14.49,32.52,,2.67,4.06
975,BASALT,0.88,20.75,23,78,,3.7,8.4,19,,2.5,1.8
977,ANDESITE,0.781690551,18.51668512,18.78396373,66.29755139,,1.996492758,6.118829664,13.39849289,,1.873633903,1.30030617
978,ANDESITE,1.37,14.86,32.9,62.4,,0.508,3.37,10.2,3.09,3.32,0.321
979,ANDESITE,1.53,16.71,34.3,200,11,5.92,15.7,38.9,4.96,3.43,2.376
980,ANDESITE,0.731,16.72,17.6,89.7,,6.4,11.2,21.9,,1.79,4.8
981,ANDESITE,0.44,13.37,11.68239335,37.42606409,,2.123621161,5.719123157,11.79182847,1.654973218,1.304596082,1.885902259
982,ANDESITE,1.35,15,35.3,64.9,,0.53,3.58,10.7,,3.52,0.335
983,ANDESITE,0.95,18.62,26.1,65.7,,2.07,4.27,10.8,2.78,2.73,0.58
984,BASALT,1.19,14.67,26,44.8,2,0.48,2.22,6.69,2.43,2.72,0.262
985,BASALT,1.39,14.74,36,67.5,,0.61,3.5,10.25,3.45,3.49,0.339
988,ANDESITE,0.85,17.78,22,43,,0.4,1.89,5.08,2.05,2.26,0.6
989,ANDESITE,0.909,17.29,20,60,14,2.6,9,19.8,3.4,2.02,0.98
990,ANDESITE,1.6,15.64,36,136,,4.03,,27,5.18,3.42,2.56
992,BASALT,0.98,16.8,28.8,59.44,,0.74,,16.6,3.37,2.51,1.7
996,ANDESITE,0.63,17.32,15.33,49.72,,1.97,7.35,14.44,2.26,1.61,1.03
997,ANDESITE,1.01,15.15,24.7,44.2,,1.1,4,6.7,,2.12,1.2
998,ANDESITE,0.98,17.57,28.2,127,,4.3,14.58,33.59,4.63,2.76,4
999,BASALT,1.01,15.15,22,42,3,0.32,,6.6,,2.55,0.252
1000,BASALT,1.01,15.15,19.4,28.4,,0.54,2.35,6.69,2.21,2.32,0.24
1003,ANDESITE,1.35,14.87,35.7,66.5,,0.524,3.56,10.5,3.44,3.59,0.33
1005,ANDESITE,0.825200269,18.34336774,19.6,56,,2.12,6.56,13.9,,1.88,0.61
1006,ANDESITE,1.4,14.6,34.3,64.5,13,0.54,3.76,10.6,3.26,3.64,0.33
1007,ANDESITE,0.76,17.8,25.9,92.6,1,1.62,,15.8,,2.72,1.53
1008,ANDESITE,0.78,18.54,23.6,55.6,,1.2,5.78,12.9,2.81,2.37,0.802
1009,BASALT,0.6,14.31,18.5,44.5,,1.3,2.2,10.8,1.88,1.45,0.1
1010,ANDESITE,1.092278339,20.24046275,27.44,106,,3.92,8.88,21.02,4.15,2.64,0.89
1012,BASALT,0.94,18.51,26,62,,3,4.4,10.3,2.7,2.62,0.521
1013,ANDESITE,1.76,15.78,37,128,,3.9,12,27,,3.56,2.34
1014,BASALT,0.55,12.96,16.2,53.7,,3,4.71,10.98,1.81,1.65,1.48
1015,ANDESITE,0.952287862,18.71964958,21.14471775,79.60394362,,2.687359929,7.019190282,16.01311998,3.177534237,2.025412028,0.83921415
1016,ANDESITE,1.75,15.35,37,131,0,4.46,13,29,5.68,3.54,2.28
1017,ANDESITE,1.61,15.67,37,138,,4.14,12,27,,3.45,2.52
1018,ANDESITE,0.78,16.23,23.5,68.5,,1.64,6.17,13.98,2.86,2.28,0.828
1019,ANDESITE,0.43,17.9,14,28.2,,0.39,1.38,3.8,1.21,1.48,0.12
1020,ANDESITE,1.184529724,18.49430204,28.53392085,106.8610121,,3.624617747,8.754055685,20.82548993,4.300997019,2.731818439,0.886896338
1021,ANDESITE,1.11150371,19.96870426,26.26,101,2,3.64,8.5,20.09,4.06,2.52,0.83
1022,ANDESITE,1.34,14.92,35.4,62,3,0.552,3.89,11.3,3.51,3.63,0.335
1023,ANDESITE,0.9,16.19,28.1,96.8,,12.1,24.7,42.2,5.05,3.35,2.77
1024,BASALT,1.06,18.23,25.4,46.9,,0.38,1.8,6.12,2.51,2.93,0.16
1025,ANDESITE,0.46,13.55,12.0782711,41.61578176,,2.481714638,6.860199414,14.17926422,1.760940897,1.34248143,2.25418948
1026,ANDESITE,0.81,17.17,24.1,74.4,8,1.24,,13.51,2.99,2.53,0.77
1027,BASALT,1.01,16.87,27.67,57.55,,0.75,7.6,16.09,,2.62,1.69
1029,ANDESITE,0.83,16.16,21.7,112,,4,14.04,30.27,3.6,2.1,3.85
1030,ANDESITE,0.65,19.46,18.7,58,,1.2,4.93,12.5,2.52,2.2,1.45
1031,ANDESITE,0.97,18.55,26.2,64.7,,2.1,4.19,10.6,,2.65,0.57
1032,ANDESITE,0.963755512,19.56838316,22.36319622,84,,2.948398105,7.543459703,17.11070217,3.430379142,2.145135552,0.950236045
1033,ANDESITE,1.74,15.74,37,128,14,3.91,12,27,,3.53,2.35
1034,ANDESITE,1.7,15.53,36,124,8,4.15,12,26,5.22,3.45,2.26
1035,ANDESITE,0.792277848,18.41477265,18.38849846,67.09267228,,2.011790165,6.232410129,13.67051598,2.685955888,1.85269628,1.376106792
1036,ANDESITE,0.85,18.89,21.7,60,,2.39,4.01,10.03,2.4,2.21,0.57
1037,BASALT,0.85,18.89,21,60,,2,4.3,10.8,2.43,2.33,0.588
1038,ANDESITE,0.960577961,19.24182954,22.8839453,86.71983559,,3.038138756,7.828521264,17.77330214,,2.183169788,0.949908513
1039,ANDESITE,0.91,18.45,26,118,,4.9,10.8,27.3,3.8,2.48,3.06
1040,ANDESITE,0.757116287,18.43765163,19.18544384,66.62947662,,2.049052274,6.96233869,15.22631937,2.948381415,1.865058616,1.530554125
1041,ANDESITE,1.185206053,18.3113329,28.91,111,,3.73,,22.2,,2.71,0.48
1042,ANDESITE,1.03,14.66,26.3,45,,1.4,1.4,8.7,2.24,1.92,0.1
1043,BASALT,0.99,17,24.11,57.45,9,0.81,6.26,15.68,2.77,2.27,1.76
1045,ANDESITE,0.41,11.41,10.95765544,37.56282561,,2.490467062,,12.26382057,,1.252117896,1.983997561
1046,ANDESITE,0.79,18.63,24.7,61.7,0,1.2,5.79,13.4,2.89,2.43,0.798
1048,ANDESITE,1.179157231,18.81250389,27.96025813,104.1973089,,3.533416032,8.712665391,20.64360724,,2.679626066,0.893814847
1049,ANDESITE,1.114434094,19.13633884,25.12,84,,2.63,7.77,17.99,3.8,2.39,0.4
1050,ANDESITE,0.806,16.75,26,79,,1.5,7,15.6,2.7,2.7,1.72
1051,ANDESITE,0.85,17.5,24,60,,1,4.4,9.3,,2.48,0.62
1052,BASALT,0.95,18.92,30,85,,3,5.8,13.6,3.01,2.79,1.058
1055,ANDESITE,0.82,18.15,25,66.1,,2.5,7.17,16.87,3.15,2.47,1.34
1056,ANDESITE,0.79,19.52,14,43,,1.07,4.41,10.15,2.06,1.62,1.03
1058,ANDESITE,0.63,16.63,20.2,49,,1.04,4.45,10.17,2.15,2.05,0.597
1059,ANDESITE,0.68,19.21,23.7,84,,3,8.56,20.17,,2.61,2.47
1062,ANDESITE,0.86,18.3,19,57,,1,5.41,11.8,2.69,2.1,0.88
1063,ANDESITE,1.34,15,35,65,5,0.56,3.6,10.4,,3.5,0.343
1064,ANDESITE,0.8,16.76,24,88,,1.98,8.05,17.6,3.39,2.48,1.23
1065,ANDESITE,0.8,18.74,21.3,59,,2.2,7.69,15.79,,2.06,1.84
1066,ANDESITE,1.5,16.61,38.5,199,10,5.65,16.5,38,4.74,3.42,2.3
1067,ANDESITE,1.196042078,18.4293257,28.82,111,,3.89,,21.74,4.45,2.77,0.92
1068,ANDESITE,0.657,16.62,21,76,2,2.5,8.1,19.7,,2.15,1.43
1069,BASALT,0.97,18.13,19,77,,4.1,5.9,13.8,3.18,3.01,1.077
1071,ANDESITE,0.79,18.38,20,109,,6,8.3,17.6,2.97,1.9,2.3
1072,ANDESITE,0.76,18.52,22,60,,1.19,7.51,16.12,2.81,2.17,1.98
1074,ANDESITE,0.82,18.87,20.93,55,7,2.1,7.29,16.3,2.83,2.04,1.85
1075,ANDESITE,1.72,15.48,36,127,,4.26,12,26,5.35,3.43,2.37
1076,ANDESITE,1.37,14.47,36.4,66,,0.554,3.7,11.2,3.32,3.72,0.344
1079,ANDESITE,1.094978583,19.64727412,26.25,96,,3.23,8.46,19.79,3.98,2.46,0.44
1080,ANDESITE,1.72,15.44,35,127,,4.32,12,27,5.4,3.43,2.29
1081,ANDESITE,1.84,15.2,38,140,,4.71,,29,5.87,3.64,2.67
1082,ANDESITE,0.75,17.72,23.8,49.9,,1.4,1.7,4.6,2.15,1.63,0.8
1084,ANDESITE,0.79,18.45,24.5,58.6,,1.28,5.98,13.4,2.93,2.47,0.835
1088,ANDESITE,1.7,15.58,37,128,13,4.27,12,27,5.43,3.5,2.33
1089,ANDESITE,0.765,17.57,18.8,128,,9.2,26.8,50.4,4.547,1.643,13
1090,ANDESITE,0.74,17.79,16.9,51,,1.4,3.76,8.69,1.75,1.84,1.08
1091,ANDESITE,0.75,19.62,23,59.4,,1.6,7.29,15.57,2.79,2.35,1.132
1092,ANDESITE,1.83,20.51,24.1,116.5,,8.1,15.5,27,4.1,2.2,2.8
1093,BASALT,0.81,15.28,17.8,57.7,0,4.48,16.6,37.2,,1.69,2.77
1094,ANDESITE,1.33,14.9,33.2,71.3,,0.57,3.53,9.9,3.09,3.35,0.348
1095,ANDESITE,1.34,14.6,37.4,69.5,,0.58,3.89,11.3,3.55,3.56,0.351
1096,ANDESITE,0.69,21.2,30.9,78.8,,2.11,9.49,15.2,3.72,2.91,1.22
1097,ANDESITE,0.75,18.5,21.2,55.8,,1.28,3.7,9.83,2.48,2.27,0.585
1098,ANDESITE,0.76,17.5,16.4,69.6,,1.96,5.5,12.77,,1.8,1.42
1099,BASALT,0.55,12.8,16.7,56.8,5,2.17,5.37,12.3,1.92,1.8,1.55
1100,ANDESITE,0.77,18.21,21.16,59,,2.3,7.54,16.39,2.7,2.09,1.98
1102,ANDESITE,1.04,14.65,28,49.4,,1.4,1.2,8.2,2.48,2.22,0.4
1105,ANDESITE,0.931201201,18.35147247,20.836579,81.64901331,,2.879075777,7.449673673,16.70097414,,1.997016076,0.927553714
1106,ANDESITE,1.49,15.95,34,129,7,4.35,12,26,,3.26,2.44
1107,ANDESITE,0.78,16.73,24.4,90,,1.94,8.07,17.6,3.41,2.46,1.24
1108,ANDESITE,1.41,16.09,29,97,,3.21,9,21,,2.92,1.86
1109,ANDESITE,1.56,14.57,25.8,104.5,,7.9,11,23.5,,2.1,1.6
1111,ANDESITE,0.64,14,16.1,44.9,0,0.46,,7.01,1.94,1.95,0.31
1112,ANDESITE,0.74,18.31,24.1,72.7,,2.29,5.62,14.5,2.81,2.55,0.991
1113,ANDESITE,0.99,16.4,25.4,61,,0.977,3.96,10.3,2.5,2.61,0.81
1114,ANDESITE,1.09,18.96,24.5,131,,6.9,18.35,41.15,4.64,2.29,4.96
1115,ANDESITE,0.953286669,18.73303147,20.58878486,78.67541168,,2.815946163,7.223552686,16.29594037,3.257204421,1.961539752,0.823631488
1116,ANDESITE,1.34,15.02,31.2,70.7,,0.548,3.28,9.26,3.02,3.34,0.342
1117,BASALT,1.02,18.38,35,111,,2.6,7.7,19.2,3.8,3.33,1.51
1119,ANDESITE,0.66,18.66,17.9,81,,2.6,,17.14,2.41,2.09,3.11
1120,BASALT,0.56,19.6,21.1,52,4,1.1,5,12.3,2.55,1.9,0.5
1121,ANDESITE,1.84,15.29,38,138,,4.72,13,30,5.91,3.64,2.51
1122,ANDESITE,0.74,17.21,24.2,51.9,,1.6,4.1,6.2,2.02,1.78,0.3
1123,ANDESITE,0.78,18.24,19.2,86.3,1,2.45,8.2,18.85,2.97,1.84,2.1
1124,ANDESITE,1.26,15.6,35,68.8,,0.54,3.59,10.6,3.38,3.49,0.344
1125,BASALT,1.19,16.8,26.6,159,,9.06,14.7,32.6,,2.66,1.71
1126,ANDESITE,1.08,20.67,30.8,106,,4,10.42,23.35,3.8,2.97,2.41
1128,ANDESITE,0.778,19.41,27.3,79,,2.59,8.2,17.9,,2.69,1.23
1129,ANDESITE,0.72,17.14,17.91,84.79,,3.13,13.23,33.94,3.69,2.02,3.23
1130,ANDESITE,1.074084553,18.80405788,25.93,90,,3.07,8.16,18.52,3.83,2.49,1.05
1131,ANDESITE,0.750199325,16.06669146,11.78457639,49.30903346,,0.89047017,1.982731166,5.607245949,2.259345486,1.929368266,0.174763258
1132,BASALT,0.78,20.86,14,69,,5,6.3,14,,1.52,1.23
1134,ANDESITE,0.99,14.9,26.7,46.4,,1.4,1.7,7.1,2.23,2.18,0.6
1135,ANDESITE,0.67,18.36,19.34,2804,12,0.37,1.98,5.2,1.68,1.99,0.26
1136,BASALT,0.9,18.09,19,77,,3.8,,15.6,3.27,3.1,1.271
1137,ANDESITE,0.968305681,20.06723207,21.85566948,85.50321204,14,3.058088371,,17.54662719,,2.00933755,0.941932841
1138,ANDESITE,0.75,17.92,32.2,54.8,,1.3,2.4,7.7,2.28,2.24,0.5
1140,ANDESITE,0.983777802,20.12844679,20.93957055,86.27866704,9,3.097933613,7.362948025,16.82867314,,2.029300199,0.95125413
1141,ANDESITE,0.96,18.03,23.04,122,,11.59,16.31,30.48,,2.1,3.39
1142,ANDESITE,0.62,15.33,29.2,132,,9.21,32.88,67.71,5.73,2.57,13.7
1143,ANDESITE,1.37,14.55,34.9,71.8,5,0.568,3.82,11,3.42,3.68,0.351
1144,ANDESITE,1.02,17.82,26.09,86.72,,1.46,,15.55,3.26,2.94,1.21
1145,ANDESITE,0.89,17.71,24.1,152,5,13.2,16.25,33.79,3.77,2.43,2.97
1148,ANDESITE,0.984904274,19.98083507,21.30665487,82.34722124,,2.965651599,7.696660486,17.37157169,,2.064519142,0.909660387
1149,ANDESITE,1.5,15.87,37,139,2,4.45,12,27,5.23,3.46,2.77
1150,ANDESITE,0.77,19.2,24,62.6,,1.66,7.97,16.8,,2.55,1.224
1151,ANDESITE,0.86,21.21,30.3,103,,4.1,14.09,30.83,4.51,3.02,2.55
1153,ANDESITE,0.960126473,19.41054842,21.05149473,81.99489188,,2.999507346,7.572625834,17.02337413,3.258383612,2.010142531,0.860281742
1154,ANDESITE,1.32,14.6,32,74,13,0.58,3.4,9.9,,3.3,0.361
1155,ANDESITE,0.87,17.6,27,62,,1,,11.3,3.02,2.88,0.66
1156,ANDESITE,0.898325665,18.51956676,22.38223849,90.30264436,,2.766352574,8.107679235,17.68850566,3.411110387,2.235668721,1.830815638
1159,ANDESITE,0.806,16.42,22.6,132,,13.5,34.1,64.4,5.202,2.088,8.4
1160,ANDESITE,1.31,14.84,37,68.6,,0.541,3.95,11.4,,3.67,0.374
1161,ANDESITE,0.53,17.04,12.7,58,,0.78,3.17,7.61,1.69,1.32,0.65
1162,ANDESITE,0.97625056,18.71258896,21.05706161,82.31820243,1,3.040313166,7.58330229,16.97317789,3.250546631,2.009889305,0.851348737
1163,BASALT,0.864848777,13.41662068,20.11446515,57.67247876,,1.442375555,,11.91084789,2.959767375,1.817078578,0.444125185
1164,ANDESITE,1.17,14.9,35.8,73.4,,0.59,,11.4,3.52,3.53,0.396
1165,ANDESITE,1.4,15.25,36.8,105,,2.62,10.5,22.3,4.65,3.66,2.66
1166,BASALT,1.76,14.03,42.2,93.9,9,0.72,3.74,12.28,4.76,5.13,0.295
1168,BASALT,0.75,16.66,23,37.4,,0.35,1.94,5.83,2.3,2.59,0.168
1169,ANDESITE,0.784,16.744,22,40.9,7,0.39,1.8,5.78,2.17,2.34,0.16
1171,ANDESITE,0.77,18.17,21.5,61,,2.4,7.87,17.19,,2.07,2.13
1172,ANDESITE,1.02,17.82,25,56.9,,0.7,2.38,6.78,2.45,2.8,0.2
1173,ANDESITE,1.31,14.9,33.5,69.5,,0.56,3.94,11.5,3.51,3.85,0.37
1174,ANDESITE,0.55,15.3,23,53.4,,1.22,,11.9,2.21,1.9,0.839
1176,ANDESITE,1.01,17.28,22,54.9,,0.6,2.25,6.4,2.25,2.53,0.1
1177,ANDESITE,1.29,14.74,37,73.6,,0.608,,11.3,3.38,3.62,0.372
1178,ANDESITE,0.77,18.41,19,69,,2.4,8,18,2.7,2.1,2.8
1179,ANDESITE,1.22,15.13,37.2,116.6,,2.17,10.55,23.9,,3.73,1.16
1180,ANDESITE,1.35,14.53,38.3,70.4,4,0.619,4.02,11.7,3.61,3.65,0.367
1181,ANDESITE,0.87,17.92,26,63,,0.95,4.77,11.74,2.93,2.7,0.514
1182,BASALT,0.78,17.16,19.4,36.6,,0.7,2.01,5.81,2.13,2.35,0.174
1183,ANDESITE,0.7,17.6,24,60,,1,4.8,10,,2.47,0.64
1184,ANDESITE,0.53,16.92,13.3,58,,0.77,3.28,7.64,1.71,1.34,0.64
1185,BASALT,1.34,17,30.5,120,,7.4,12.48,27.53,4.72,2.86,2.55
1186,ANDESITE,1.359,14.67,33.1,80,,0.79,3.96,11.86,3.57,3.38,0.397
1188,ANDESITE,1.34,14.46,40.6,69,,0.6,4.28,12.2,3.82,4.15,0.372
1191,ANDESITE,1.21,17.74,27,105,6,3.57,10,22,4.09,2.71,2.21
1192,ANDESITE,0.9,17.28,22,102,,6.73,21.4,37.3,4.76,2.03,6.7
1193,BASALT,0.59,19.8,20,52,,1.5,,13.7,2.4,1.8,0.6
1194,BASALT,0.59,19.8,20,52,1,1.5,6,13.7,,1.8,0.6
1195,ANDESITE,1.05,16.56,23,65,6,1,3.75,9.5,2.69,2.62,0.49
1196,ANDESITE,1.19,14.9,37.9,73.9,,0.59,4.12,11.8,3.61,3.79,0.412
1197,ANDESITE,1.48,15.83,36,146,,4.68,13,29,5.47,3.61,2.96
1199,ANDESITE,0.54,17.08,14.57,41.11,,1.55,,20.35,,1.79,0.86
1200,ANDESITE,1.48,15.67,37,147,,4.63,12,28,5.45,3.56,2.89
1201,ANDESITE,0.89,16.22,26.5,74.4,,1.34,6.01,14.4,2.94,2.84,1.41
1202,ANDESITE,0.76,17.96,22.3,82,,3.1,5.47,12.61,1.76,1.16,0.99
1203,ANDESITE,0.73,18.55,21.31,55,,1.59,4.21,10.52,2.31,2.22,0.59
1204,BASALT,0.73,18.55,18,55,3,2,4.5,11.2,2.39,2.26,0.588
1205,ANDESITE,1.51,15.92,36,137,,4.43,12,27,5.41,3.49,2.7
1206,ANDESITE,1.014712421,17.94765624,26.4866888,97.50836715,,3.007710962,9.862286527,21.24058096,4.039548442,2.468544551,2.274484503
1207,ANDESITE,0.86,17.6,28,65,11,1,4.7,11.3,3.09,2.76,0.65
1209,ANDESITE,0.87,18.26,26.6,98,11,2.2,,20,,2.8,1.3
1211,ANDESITE,0.834,16.589,17.7,78.7,,1.99,7.55,18.7,2.93,1.76,1.124
1213,ANDESITE,1.12,16.3,25.8,62.1,2,2.57,,12.7,2.59,2.6,1.24
1214,ANDESITE,0.82,16.12,26,104,,4,20,42,4,1,2
1215,ANDESITE,0.89,16.13,33.38,113.89,3,7.74,27.37,45.71,,2.86,3.44
1216,ANDESITE,0.94,20.44,24.6,121,,4.3,14.66,32.92,4.17,2.41,4.49
1218,ANDESITE,0.7,13.79,18,68,7,2,16,18,3,2,2
1219,BASALT,0.88,18.47,19,78,,3.4,5.1,12.9,2.98,2.98,0.871
